Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,Material,FabricType,Decoration,Pattern Type,Recommendation
869572905,Casual,Low,4.7,free,Summer,o-neck,sleevless,null,null,null,print,0
896048351,Sexy,Low,4.8,free,Spring,v-neck,sleevless,null,null,sequined,solid,1
854444464,Casual,Average,4.5,L,Winter,o-neck,short,cotton,null,bow,patchwork,0
1246749980,vintage,Average,0,S,Spring,o-neck,full,mix,chiffon,embroidary,print,0
849613634,Casual,Average,3.7,free,Automn,boat-neck,full,null,null,null,solid,1
1019768234,vintage,Average,4.8,L,Winter,o-neck,sleevless,cotton,null,null,patchwork,0
785830491,cute,Average,0,XL,Spring,boat-neck,full,cotton,worsted,applique,dot,1
832391864,Casual,Average,0,L,Winter,open,short,mix,poplin,applique,solid,1
1069595866,sexy,Medium,5,M,Winter,o-neck,sleevless,polyster,null,bow,solid,0
733715437,Brief,Average,4.9,free,Summer,slash-neck,sleevless,null,null,null,solid,0
828949946,Casual,High,4.9,S,Spring,o-neck,threequarter,null,null,null,dot,1
765264430,Brief,Average,4.6,free,Winter,o-neck,full,mix,null,sashes,solid,0
722020708,Casual,Low,4.5,free,Winter,o-neck,full,mix,worsted,applique,solid,0
980295760,Casual,Low,4.8,XL,Summer,o-neck,short,mix,chiffon,sashes,geometric,0
913978120,Sexy,Medium,4.6,L,Summer,o-neck,short,spandex,jersey,lace,solid,0
1051749304,work,Average,0,S,Automn,o-neck,sleevless,linen,null,null,patchwork,0
1206128856,Casual,Low,0,L,Winter,o-neck,sleevless,polyster,null,null,leopard,0
956453735,cute,Low,5,L,Winter,o-neck,threequarter,silk,chiffon,sashes,print,0
767971724,Brief,Average,4.3,M,Spring,o-neck,full,mix,worsted,sequined,patchwork,1
722565148,Sexy,Low,4.4,free,Automn,o-neck,full,cotton,null,null,leopard,0
1167448608,cute,Low,0,free,Summer,peterpan-collor,short,cotton,broadcloth,applique,print,0
549159213,Casual,Average,4.5,free,Summer,o-neck,short,cotton,null,null,solid,1
940918554,Sexy,Low,4.7,M,Winter,slash-neck,sleevless,nylon,null,sashes,solid,1
522776523,Casual,Low,4.7,free,Spring,o-neck,sleevless,cotton,chiffon,null,floral,0
658650071,Casual,Medium,4.8,M,Winter,peterpan-collor,short,polyster,chiffon,lace,patchwork,0
123456789,Sexy,Low,4.3,free,Winter,v-neck,sleevless,silk,worsted,lace,solid,1
1150052066,bohemian,Average,0,L,Winter,turndowncollor,full,mix,null,null,solid,0
929797706,Casual,Low,0,free,,o-neck,full,cotton,null,null,patchwork,0
886351969,cute,Medium,4.8,free,Spring,slash-neck,sleevless,polyster,chiffon,sashes,solid,1
1071947910,Sexy,Average,0,S,Automn,v-neck,sleevless,cotton,null,beading,solid,0
813753347,Casual,Low,4.6,S,Spring,o-neck,full,cotton,null,null,solid,1
733134203,vintage,Medium,4.7,free,Spring,turndowncollor,sleevless,mix,null,lace,solid,1
851256794,work,Low,4.7,free,Summer,o-neck,full,cotton,null,null,solid,0
751049573,cute,Average,4.8,M,Summer,o-neck,short,cotton,null,rivet,solid,0
882490248,cute,Average,0,M,Summer,o-neck,short,cotton,chiffon,null,print,0
541172235,Casual,Average,4.7,M,winter,o-neck,full,null,null,null,animal,0
727676110,Casual,Low,4.6,free,winter,o-neck,full,polyster,null,applique,solid,1
891631697,party,Average,5,free,Summer,v-neck,sleevless,null,null,null,null,0
1059306768,Casual,Average,0,free,Summer,v-neck,sleevless,cotton,chiffon,null,patchwork,0
764321904,Sexy,Average,5,L,winter,o-neck,threequarter,polyster,null,lace,geometric,0
902108125,Sexy,Average,4.8,free,Winter,o-neck,sleevless,polyster,null,embroidary,solid,0
874397327,Casual,Average,4.7,S,Summer,v-neck,short,cotton,null,null,dot,0
861698160,Casual,Average,4.1,M,Automn,v-neck,full,null,chiffon,sashes,null,1
981437831,Casual,Average,5,XL,Automn,o-neck,short,chiffonfabric,chiffon,null,null,0
1036456647,Sexy,Average,5,M,Summer,v-neck,sleevless,cotton,null,sequined,solid,1
951280194,work,Average,4.6,L,Summer,slash-neck,short,cotton,null,null,solid,0
747381880,vintage,Average,4.5,L,Automn,o-neck,sleevless,null,worsted,null,solid,0
1099363892,Casual,Average,0,M,Summer,o-neck,threequarter,nylon,broadcloth,null,solid,1
941333009,cute,Average,4.7,L,Summer,o-neck,sleevless,cotton,worsted,null,print,0
819651586,bohemian,Low,4.7,free,Winter,o-neck,short,nylon,null,sashes,print,0
1043590098,Casual,Low,5,free,Spring,slash-neck,sleevless,spandex,null,null,striped,1
1091666465,Casual,Average,5,M,Winter,o-neck,sleevless,null,chiffon,sashes,solid,1
771972560,work,Low,4.5,M,Winter,v-neck,threequarter,null,null,null,patchwork,0
756492184,Casual,Average,4.3,S,Spring,boat-neck,full,cotton,null,lace,patchwork,1
1097157656,Casual,Average,4.4,L,Automn,o-neck,halfsleeve,null,dobby,lace,animal,0
573923366,sexy,Low,4.3,M,Automn,open,short,lace,null,lace,print,0
756620535,Casual,Low,4.6,free,Summer,o-neck,full,cotton,worsted,lace,solid,1
765350508,Casual,Low,4.6,L,Winter,o-neck,full,cotton,null,null,null,0
968294356,Casual,Average,4.6,M,Spring,o-neck,sleevless,null,chiffon,sashes,solid,1
1017678811,Casual,Low,0,free,Automn,peterpan-collor,threequarter,null,null,null,null,0
1199765487,Casual,Average,0,S,Summer,o-neck,sleevless,cotton,null,null,solid,0
965817793,Casual,Low,4.8,free,Summer,o-neck,sleevless,cotton,null,null,print,1
1074432879,Casual,Average,5,S,Winter,o-neck,sleevless,polyster,chiffon,null,plaid,0
1132858821,Sexy,very-high,0,free,Winter,v-neck,sleevless,polyster,knitting,null,solid,0
905732124,Casual,Low,4.4,free,Summer,o-neck,sleevless,polyster,null,sashes,print,0
711045472,Casual,Average,4.8,M,Automn,v-neck,short,null,chiffon,embroidary,print,1
923983419,Casual,Average,5,free,Summer,v-neck,sleevless,modal,null,null,patchwork,0
733025646,Sexy,Low,4.8,M,Automn,v-neck,full,cotton,null,null,print,1
720099861,Casual,Average,4.6,free,Winter,v-neck,full,cotton,flannel,null,striped,0
923915314,Casual,Average,4.6,M,Winter,v-neck,full,chiffonfabric,chiffon,null,null,0
1077555214,Casual,Low,5,S,Spring,o-neck,sleevless,chiffonfabric,null,null,print,0
1216538883,cute,Average,0,M,Winter,o-neck,short,polyster,chiffon,sashes,solid,0
531254082,Casual,Low,4.8,free,Spring,o-neck,sleevless,chiffonfabric,chiffon,null,print,1
890279029,Casual,Average,4.6,M,Automn,o-neck,short,polyster,null,applique,dot,0
995964089,bohemian,Average,5,M,Spring,slash-neck,sleevless,null,chiffon,ruffles,solid,1
868453353,Casual,Low,4.9,free,winter,o-neck,sleevless,silk,null,sashes,print,1
1024954013,Casual,Average,4.7,L,Summer,o-neck,sleevless,silk,chiffon,beading,solid,0
685606338,Casual,Medium,4.6,M,winter,o-neck,full,cashmere,null,null,solid,1
877962269,Casual,Average,4.7,M,winter,v-neck,sleevless,polyster,chiffon,applique,print,0
995644296,Sexy,Average,4.7,M,winter,v-neck,sleevless,polyster,broadcloth,null,patchwork,0
1066273951,Casual,Average,3.5,M,winter,v-neck,short,null,null,null,solid,0
822176645,Casual,Average,4.8,M,winter,o-neck,threequarter,null,null,null,print,1
659466129,Casual,Average,0,M,winter,o-neck,full,cotton,jersey,feathers,solid,1
694493217,Casual,Low,4.6,M,Summer,o-neck,sleevless,cotton,null,sashes,striped,0
793162246,Casual,Average,4.7,L,Spring,v-neck,halfsleeve,null,broadcloth,null,print,1
817945281,Casual,Low,4.5,free,Summer,o-neck,full,cotton,null,button,solid,0
920902282,Casual,Average,4.7,M,Summer,o-neck,sleevless,polyster,null,null,character,0
727820291,Casual,Low,4.5,M,Winter,o-neck,short,chiffonfabric,chiffon,null,solid,0
1197211965,cute,Low,0,free,Summer,boat-neck,sleevless,cotton,null,null,print,0
682561447,party,very-high,5,M,Spring,slash-neck,sleevless,chiffonfabric,chiffon,flowers,null,1
999081623,Casual,Average,4.9,M,Automn,v-neck,sleevless,polyster,null,null,null,1
1108613896,party,very-high,0,L,Winter,v-neck,sleevless,polyster,tulle,beading,null,0
1054555186,party,very-high,0,M,Winter,v-neck,cap-sleeves,null,chiffon,lace,null,0
915238287,Casual,Low,4.4,M,Winter,v-neck,turndowncollor,cotton,null,null,null,1
1107279894,party,very-high,0,M,Spring,v-neck,threequater,lycra,sattin,applique,null,1
1163040038,party,High,0,M,Winter,Sweetheart,sleevless,null,null,pearls,null,0
1091877430,party,High,0,M,Spring,Sweetheart,sleevless,nylon,null,null,null,0
1053467336,party,Average,5,M,Winter,o-neck,capsleeves,polyster,null,lace,null,1
609889168,party,High,4.7,M,Winter,sweetheart,sleeveless,null,chiffon,flowers,null,0
662727740,party,,4.8,free,Winter,o-neck,sleevless,null,null,embroidary,null,1
1090993173,party,,4.5,L,Summer,,full,,,,,1
963684109,party,very-high,4.9,M,Spring,Sweetheart,sleeevless,null,chiffon,beading,null,1
619817668,party,High,4.6,M,winter,Sweetheart,sleevless,null,chiffon,null,null,0
1066740059,party,Average,5,M,Spring,Sweetheart,sleevless,polyster,null,null,null,1
732184480,party,very-high,4.8,L,Spring,Sweetheart,sleevless,microfiber,organza,beading,null,1
1044683061,party,very-high,0,M,Winter,Sweetheart,sleevless,polyster,chiffon,beading,null,1
579010251,party,High,4.6,L,Spring,slash-neck,sleevless,silk,chiffon,beading,null,0
751364623,party,Average,4.8,L,,Sweetheart,sleevless,null,null,pleat,null,1
898316819,party,Medium,4.6,S,Winter,Scoop,short,null,null,crystal,null,0
622667306,party,very-high,4.9,M,Spring,Sweetheart,sleevless,silk,chiffon,beading,null,1
809344968,party,Medium,4.8,S,Spring,v-neck,sleevless,null,null,null,null,1
754138176,party,very-high,4.2,L,Winter,v-neck,sleevless,null,null,lace,null,1
674192921,Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,null,1
726446177,party,very-high,4.1,M,Winter,Scoop,short,cotton,lace,applique,null,1
1193747589,party,very-high,0,M,Winter,o-neck,full,null,null,feathers,null,1
676827184,Casual,High,4.6,M,Summer,Sweetheart,sleevless,null,null,beading,null,1
619996560,party,Average,4.7,free,Winter,o-neck,sleevless,polyster,null,null,null,0
618420156,party,very-high,4.7,L,Winter,slash-neck,sleevless,viscos,chiffon,beading,null,1
689486739,party,very-high,4.5,M,Spring,v-neck,cap-sleeves,null,null,lace,null,1
751364614,party,Average,4.7,free,Spring,Sweetheart,sleevless,rayon,chiffon,beading,solid,1
825341937,party,High,4.8,M,Summer,Sweetheart,sleevless,null,sattin,null,null,1
736813752,party,High,4.6,M,Summer,slash-neck,sleevless,null,chiffon,null,null,1
636178374,party,Medium,4.7,M,Winter,o-neck,sleevless,cotton,chiffon,button,null,1
743485617,cute,Average,4.4,free,Spring,Sweetheart,sleevless,spandex,tulle,ruched,solid,1
933951149,party,Average,5,M,Spring,o-neck,sleevless,null,null,null,null,1
684561284,party,very-high,4.8,free,Spring,Sweetheart,sleevless,polyster,chiffon,beading,null,1
616295248,party,Medium,4.8,M,Spring,o-neck,sleevless,silk,chiffon,crystal,null,1
736076633,party,very-high,4.9,L,Spring,slash-neck,sleevless,null,chiffon,flowers,null,1
1108073621,party,Medium,0,free,Winter,v-neck,short,null,chiffon,lace,null,1
1053002876,work,Average,5,free,Winter,o-neck,half,microfiber,null,null,null,0
444282011,party,very-high,4.9,M,Spring,v-neck,sleevless,null,sattin,beading,null,1
949336768,Casual,High,5,free,Summer,v-neck,sleevless,nylon,null,null,null,1
961972778,Casual,very-high,0,small,Spring,o-neck,full,null,chiffon,applique,null,0
893088817,Casual,Medium,4.7,M,Spring,o-neck,sleevless,cotton,null,bow,null,1
952724683,party,Average,0,M,Spring,v-neck,sleevless,null,null,null,null,1
855037000,Casual,Average,4.4,free,Summer,slash-neck,sleevless,cotton,null,null,null,1
660016574,Casual,very-high,4.6,M,winter,o-neck,short,null,null,flowers,null,1
738079582,Casual,Low,4.4,free,winter,halter,sleevless,null,null,draped,null,1
861001391,party,High,4.5,M,winter,o-neck,sleevless,null,null,null,null,1
1099696103,Casual,Average,4.8,free,Summer,o-neck,sleevless,null,null,null,null,0
1044288976,Sexy,Average,5,M,Summer,o-neck,sleeveless,polyster,broadcloth,rivet,null,0
890848361,vintage,Average,4.9,free,Summer,o-neck,urndowncollor,null,null,null,null,0
929503394,vintage,Average,4.7,S,Summer,turndowncollor,short,cotton,null,null,null,0
1015249105,work,Average,4.9,M,Summer,sqare-collor,halfsleeve,polyster,sattin,sashes,null,0
707537639,Casual,Low,4.7,L,Spring,o-neck,short,chiffonfabric,chiffon,null,null,0
702984554,Casual,Average,4.8,L,Automn,o-neck,short,cashmere,null,null,null,0
1023830972,Casual,Average,0,S,Winter,slash-neck,halfsleeve,nylon,broadcloth,null,null,0
959052557,Casual,Average,4.2,S,Winter,v-neck,sleevless,other,chiffon,hollowout,patchwork,0
1246945687,Novelty,Average,0,free,Summer,o-neck,full,cotton,sattin,hollowout,solid,0
510519284,Casual,Low,4.3,free,Summer,backless,sleevless,chiffonfabric,chiffon,crystal,null,0
1079958917,Casual,Average,3.7,M,Summer,boat-neck,sleevless,linen,null,null,null,0
1024325244,Casual,Average,5,free,winter,o-neck,sleevless,polyster,broadcloth,lace,null,1
1104504876,cute,Low,0,free,Winter,o-neck,sleevless,null,chiffon,null,null,0
1010356223,vintage,Average,4.8,M,Summer,v-neck,full,rayon,poplin,null,null,1
908989488,bohemian,Average,0,free,Spring,o-neck,sleevless,rayon,chiffon,null,striped,1
822081627,Sexy,Average,4.5,M,Summer,bowneck,sleevless,cotton,chiffon,null,solid,0
1116072373,Novelty,Medium,4.2,M,Winter,o-neck,halfsleeve,polyster,chiffon,hollowout,animal,1
856139963,Casual,Low,5,free,Spring,v-neck,full,cotton,null,null,solid,1
1032982013,Casual,Average,5,L,Winter,o-neck,thressqatar,polyster,null,applique,solid,0
